0	0	0	0	0	0
64	0	0	60	0	0
128	0	0	120	0	0
192	0	0	181	0	0
256	0	0	242	0	0
320	0	0	303	0	0
384	0	0	364	0	0
448	0	0	424	23	0
512	0	0	482	23	0
576	0	0	540	23	0
640	0	0	603	23	0
704	0	0	658	32	0
768	0	0	717	32	0
832	0	0	777	32	0
896	0	0	837	44	0
960	0	0	895	44	0
1023	0	0	953	53	0
0	64	0	0	63	0
64	64	0	60	63	0
128	64	0	120	63	0
192	64	0	181	63	0
256	64	0	242	63	0
320	64	0	302	63	0
384	64	0	364	63	0
448	64	0	424	63	0
512	64	0	482	63	0
576	64	0	540	66	0
640	64	0	603	66	0
704	64	0	658	66	0
768	64	0	716	66	0
832	64	0	777	69	0
896	64	0	837	72	0
960	64	0	895	77	0
1023	64	0	953	77	0
0	128	0	0	126	0
64	128	0	60	126	0
128	128	0	120	126	0
192	128	0	181	126	0
256	128	0	242	126	0
320	128	0	302	126	0
384	128	0	363	126	0
448	128	0	424	126	0
512	128	0	481	126	0
576	128	0	540	126	0
640	128	0	602	128	0
704	128	0	658	128	0
768	128	0	716	128	0
832	128	0	777	129	0
896	128	0	836	130	0
960	128	0	895	130	0
1023	128	0	953	133	0
0	192	0	0	190	0
64	192	0	60	190	0
128	192	0	120	190	0
192	192	0	181	189	0
256	192	0	241	189	0
320	192	0	302	189	0
384	192	0	363	188	0
448	192	0	423	188	0
512	192	0	481	189	0
576	192	0	539	189	0
640	192	0	602	189	0
704	192	0	657	189	0
768	192	0	716	190	0
832	192	0	776	190	0
896	192	0	836	190	0
960	192	0	895	192	0
1023	192	0	953	192	0
0	256	0	0	253	0
64	256	0	60	253	0
128	256	0	120	253	0
192	256	0	181	252	0
256	256	0	241	252	0
320	256	0	301	252	0
384	256	0	362	252	0
448	256	0	422	252	0
512	256	0	480	252	0
576	256	0	539	252	0
640	256	0	601	252	0
704	256	0	656	252	0
768	256	0	715	252	0
832	256	0	776	253	0
896	256	0	836	253	0
960	256	0	895	252	0
1023	256	0	953	253	0
0	320	0	0	317	23
64	320	0	60	317	23
128	320	0	120	317	23
192	320	0	180	316	0
256	320	0	240	316	0
320	320	0	301	315	0
384	320	0	362	315	0
448	320	0	422	314	0
512	320	0	479	314	0
576	320	0	538	315	0
640	320	0	600	314	0
704	320	0	656	315	0
768	320	0	715	315	0
832	320	0	775	315	0
896	320	0	835	315	0
960	320	0	894	315	0
1023	320	0	953	315	0
0	384	0	0	380	23
64	384	0	60	380	23
128	384	0	120	379	23
192	384	0	180	379	23
256	384	0	240	379	23
320	384	0	301	378	0
384	384	0	362	378	0
448	384	0	422	378	0
512	384	0	479	378	0
576	384	0	538	378	0
640	384	0	600	378	0
704	384	0	656	378	0
768	384	0	714	378	0
832	384	0	775	378	0
896	384	0	835	378	0
960	384	0	894	378	0
1023	384	0	952	377	0
0	448	0	0	442	23
64	448	0	60	441	23
128	448	0	120	441	23
192	448	0	180	441	23
256	448	0	241	440	23
320	448	0	301	439	23
384	448	0	361	439	23
448	448	0	421	439	0
512	448	0	479	439	0
576	448	0	538	439	0
640	448	0	600	439	0
704	448	0	655	439	0
768	448	0	714	439	0
832	448	0	775	439	0
896	448	0	835	439	0
960	448	0	894	439	0
1023	448	0	953	438	0
0	512	0	0	501	32
64	512	0	60	501	32
128	512	0	120	501	32
192	512	0	180	501	32
256	512	0	241	500	23
320	512	0	300	500	23
384	512	0	362	499	23
448	512	0	421	499	23
512	512	0	479	499	0
576	512	0	538	499	0
640	512	0	600	499	0
704	512	0	655	499	0
768	512	0	715	499	0
832	512	0	775	499	0
896	512	0	835	499	0
960	512	0	894	499	0
1023	512	0	953	498	23
0	576	0	23	563	32
64	576	0	60	563	32
128	576	0	122	563	32
192	576	0	180	563	32
256	576	0	241	562	32
320	576	0	300	561	32
384	576	0	362	561	32
448	576	0	421	561	23
512	576	0	479	561	23
576	576	0	538	561	0
640	576	0	600	561	0
704	576	0	655	561	0
768	576	0	715	560	0
832	576	0	775	561	0
896	576	0	835	560	0
960	576	0	894	560	23
1023	576	0	953	559	23
0	640	0	23	626	38
64	640	0	63	626	38
128	640	0	122	626	38
192	640	0	180	626	38
256	640	0	240	625	38
320	640	0	301	624	32
384	640	0	361	624	32
448	640	0	421	624	32
512	640	0	479	624	23
576	640	0	537	624	23
640	640	0	600	624	0
704	640	0	655	624	0
768	640	0	714	623	0
832	640	0	775	624	0
896	640	0	835	623	0
960	640	0	894	623	23
1023	640	0	952	623	23
0	704	0	23	685	44
64	704	0	63	685	44
128	704	0	122	684	44
192	704	0	180	684	38
256	704	0	240	683	38
320	704	0	300	683	38
384	704	0	361	683	38
448	704	0	421	683	32
512	704	0	478	683	32
576	704	0	537	682	32
640	704	0	599	683	23
704	704	0	655	682	23
768	704	0	714	682	0
832	704	0	774	682	0
896	704	0	834	682	23
960	704	0	894	682	23
1023	704	0	952	681	32
0	768	0	23	746	44
64	768	0	63	746	44
128	768	0	120	746	44
192	768	0	180	745	44
256	768	0	240	745	44
320	768	0	299	744	44
384	768	0	360	744	44
448	768	0	420	744	38
512	768	0	478	744	38
576	768	0	536	744	32
640	768	0	599	744	32
704	768	0	654	744	23
768	768	0	714	744	32
832	768	0	774	744	0
896	768	0	834	744	23
960	768	0	894	744	23
1023	768	0	952	743	32
0	832	0	23	810	48
64	832	0	63	810	48
128	832	0	120	809	48
192	832	0	180	809	48
256	832	0	239	809	48
320	832	0	299	808	48
384	832	0	360	808	44
448	832	0	420	808	44
512	832	0	478	808	44
576	832	0	536	808	38
640	832	0	599	808	38
704	832	0	654	808	38
768	832	0	713	808	38
832	832	0	774	808	32
896	832	0	834	808	32
960	832	0	894	808	32
1023	832	0	952	807	32
0	896	0	23	871	53
64	896	0	63	871	53
128	896	0	120	871	53
192	896	0	179	870	53
256	896	0	239	870	53
320	896	0	298	870	53
384	896	0	360	870	48
448	896	0	419	870	48
512	896	0	477	869	48
576	896	0	535	870	48
640	896	0	598	869	48
704	896	0	653	869	44
768	896	0	713	869	44
832	896	0	774	869	44
896	896	0	834	869	38
960	896	0	893	869	38
1023	896	0	952	869	38
0	960	0	32	932	57
64	960	0	66	932	57
128	960	0	122	932	57
192	960	0	179	932	57
256	960	0	239	932	57
320	960	0	299	931	57
384	960	0	359	931	53
448	960	0	419	931	53
512	960	0	477	931	57
576	960	0	535	931	53
640	960	0	598	931	53
704	960	0	653	931	48
768	960	0	713	931	48
832	960	0	774	931	48
896	960	0	834	931	48
960	960	0	893	931	44
1023	960	0	952	931	38
0	1023	0	32	992	60
64	1023	0	66	992	60
128	1023	0	122	992	60
192	1023	0	179	992	60
256	1023	0	238	992	60
320	1023	0	297	992	63
384	1023	0	358	992	60
